scenario,seed,stage,week_index,weekly_arrivals
OBS_MIX,5,report_to_biopmdt,2,5
OBS_MIX,5,report_to_biopmdt,3,5
OBS_MIX,5,report_to_biopmdt,4,5
OBS_MIX,5,report_to_biopmdt,5,8
OBS_MIX,5,report_to_biopmdt,6,7
OBS_MIX,5,report_to_biopmdt,7,8
OBS_MIX,5,report_to_biopmdt,8,10
OBS_MIX,5,report_to_biopmdt,9,6
OBS_MIX,5,report_to_biopmdt,10,11
OBS_MIX,5,report_to_biopmdt,11,8
OBS_MIX,5,report_to_biopmdt,12,3
OBS_MIX,5,report_to_biopmdt,13,8
OBS_MIX,5,report_to_biopmdt,14,9
OBS_MIX,5,report_to_biopmdt,15,10
OBS_MIX,5,report_to_biopmdt,16,8
OBS_MIX,5,report_to_biopmdt,17,8
OBS_MIX,5,report_to_biopmdt,18,2
OBS_MIX,5,report_to_biopmdt,19,9
OBS_MIX,5,report_to_biopmdt,20,8
OBS_MIX,5,report_to_biopmdt,21,10
OBS_MIX,5,report_to_biopmdt,22,8
OBS_MIX,5,report_to_biopmdt,23,8
OBS_MIX,5,report_to_biopmdt,24,6
OBS_MIX,5,report_to_biopmdt,25,11
OBS_MIX,5,report_to_biopmdt,26,4
OBS_MIX,5,report_to_biopmdt,27,6
OBS_MIX,5,report_to_biopmdt,28,8
OBS_MIX,5,report_to_biopmdt,29,6
OBS_MIX,5,report_to_biopmdt,30,11
OBS_MIX,5,report_to_biopmdt,31,5
OBS_MIX,5,report_to_biopmdt,32,9
OBS_MIX,5,report_to_biopmdt,33,10
OBS_MIX,5,report_to_biopmdt,34,8
OBS_MIX,5,report_to_biopmdt,35,10
OBS_MIX,5,report_to_biopmdt,36,6
OBS_MIX,5,report_to_biopmdt,37,9
OBS_MIX,5,report_to_biopmdt,38,6
OBS_MIX,5,report_to_biopmdt,39,7
OBS_MIX,5,report_to_biopmdt,40,9
OBS_MIX,5,report_to_biopmdt,41,7
OBS_MIX,5,report_to_biopmdt,42,8
OBS_MIX,5,report_to_biopmdt,43,4
OBS_MIX,5,report_to_biopmdt,44,9
OBS_MIX,5,report_to_biopmdt,45,8
OBS_MIX,5,report_to_biopmdt,46,6
OBS_MIX,5,report_to_biopmdt,47,6
OBS_MIX,5,report_to_biopmdt,48,5
OBS_MIX,5,report_to_biopmdt,49,7
OBS_MIX,5,report_to_biopmdt,50,6
OBS_MIX,5,report_to_biopmdt,51,8
OBS_MIX,5,biopmdt_to_biopsy,0,1
OBS_MIX,5,biopmdt_to_biopsy,1,2
OBS_MIX,5,biopmdt_to_biopsy,2,2
OBS_MIX,5,biopmdt_to_biopsy,3,2
OBS_MIX,5,biopmdt_to_biopsy,4,3
OBS_MIX,5,biopmdt_to_biopsy,5,2
OBS_MIX,5,biopmdt_to_biopsy,6,5
OBS_MIX,5,biopmdt_to_biopsy,7,2
OBS_MIX,5,biopmdt_to_biopsy,8,5
OBS_MIX,5,biopmdt_to_biopsy,9,8
OBS_MIX,5,biopmdt_to_biopsy,10,5
OBS_MIX,5,biopmdt_to_biopsy,11,6
OBS_MIX,5,biopmdt_to_biopsy,12,4
OBS_MIX,5,biopmdt_to_biopsy,13,3
OBS_MIX,5,biopmdt_to_biopsy,14,6
OBS_MIX,5,biopmdt_to_biopsy,15,5
OBS_MIX,5,biopmdt_to_biopsy,16,8
OBS_MIX,5,biopmdt_to_biopsy,17,7
OBS_MIX,5,biopmdt_to_biopsy,18,3
OBS_MIX,5,biopmdt_to_biopsy,19,2
OBS_MIX,5,biopmdt_to_biopsy,20,5
OBS_MIX,5,biopmdt_to_biopsy,21,3
OBS_MIX,5,biopmdt_to_biopsy,22,8
OBS_MIX,5,biopmdt_to_biopsy,23,3
OBS_MIX,5,biopmdt_to_biopsy,24,6
OBS_MIX,5,biopmdt_to_biopsy,25,5
OBS_MIX,5,biopmdt_to_biopsy,26,5
OBS_MIX,5,biopmdt_to_biopsy,27,2
OBS_MIX,5,biopmdt_to_biopsy,28,5
OBS_MIX,5,biopmdt_to_biopsy,29,5
OBS_MIX,5,biopmdt_to_biopsy,30,2
OBS_MIX,5,biopmdt_to_biopsy,31,6
OBS_MIX,5,biopmdt_to_biopsy,32,5
OBS_MIX,5,biopmdt_to_biopsy,33,4
OBS_MIX,5,biopmdt_to_biopsy,34,6
OBS_MIX,5,biopmdt_to_biopsy,35,5
OBS_MIX,5,biopmdt_to_biopsy,36,4
OBS_MIX,5,biopmdt_to_biopsy,37,5
OBS_MIX,5,biopmdt_to_biopsy,38,6
OBS_MIX,5,biopmdt_to_biopsy,39,4
OBS_MIX,5,biopmdt_to_biopsy,40,3
OBS_MIX,5,biopmdt_to_biopsy,41,8
OBS_MIX,5,biopmdt_to_biopsy,42,7
OBS_MIX,5,biopmdt_to_biopsy,43,5
OBS_MIX,5,biopmdt_to_biopsy,44,3
OBS_MIX,5,biopmdt_to_biopsy,45,7
OBS_MIX,5,biopmdt_to_biopsy,46,4
OBS_MIX,5,biopmdt_to_biopsy,47,3
OBS_MIX,5,biopmdt_to_biopsy,48,5
OBS_MIX,5,biopmdt_to_biopsy,49,3
OBS_MIX,5,biopmdt_to_biopsy,50,5
OBS_MIX,5,biopmdt_to_biopsy,51,5
OBS_MIX,5,biopsy_to_pathrep,0,4
OBS_MIX,5,biopsy_to_pathrep,1,2
OBS_MIX,5,biopsy_to_pathrep,2,2
OBS_MIX,5,biopsy_to_pathrep,3,3
OBS_MIX,5,biopsy_to_pathrep,4,2
OBS_MIX,5,biopsy_to_pathrep,5,1
OBS_MIX,5,biopsy_to_pathrep,6,3
OBS_MIX,5,biopsy_to_pathrep,7,10
OBS_MIX,5,biopsy_to_pathrep,8,4
OBS_MIX,5,biopsy_to_pathrep,9,4
OBS_MIX,5,biopsy_to_pathrep,10,8
OBS_MIX,5,biopsy_to_pathrep,11,4
OBS_MIX,5,biopsy_to_pathrep,12,6
OBS_MIX,5,biopsy_to_pathrep,13,6
OBS_MIX,5,biopsy_to_pathrep,14,7
OBS_MIX,5,biopsy_to_pathrep,15,7
OBS_MIX,5,biopsy_to_pathrep,16,6
OBS_MIX,5,biopsy_to_pathrep,18,4
OBS_MIX,5,biopsy_to_pathrep,19,5
OBS_MIX,5,biopsy_to_pathrep,20,7
OBS_MIX,5,biopsy_to_pathrep,21,2
OBS_MIX,5,biopsy_to_pathrep,22,2
OBS_MIX,5,biopsy_to_pathrep,23,7
OBS_MIX,5,biopsy_to_pathrep,24,5
OBS_MIX,5,biopsy_to_pathrep,25,3
OBS_MIX,5,biopsy_to_pathrep,26,5
OBS_MIX,5,biopsy_to_pathrep,27,4
OBS_MIX,5,biopsy_to_pathrep,28,3
OBS_MIX,5,biopsy_to_pathrep,29,6
OBS_MIX,5,biopsy_to_pathrep,30,4
OBS_MIX,5,biopsy_to_pathrep,31,6
OBS_MIX,5,biopsy_to_pathrep,32,5
OBS_MIX,5,biopsy_to_pathrep,33,6
OBS_MIX,5,biopsy_to_pathrep,34,3
OBS_MIX,5,biopsy_to_pathrep,35,5
OBS_MIX,5,biopsy_to_pathrep,36,6
OBS_MIX,5,biopsy_to_pathrep,37,6
OBS_MIX,5,biopsy_to_pathrep,38,2
OBS_MIX,5,biopsy_to_pathrep,39,8
OBS_MIX,5,biopsy_to_pathrep,40,6
OBS_MIX,5,biopsy_to_pathrep,41,7
OBS_MIX,5,biopsy_to_pathrep,42,4
OBS_MIX,5,biopsy_to_pathrep,43,5
OBS_MIX,5,biopsy_to_pathrep,44,3
OBS_MIX,5,biopsy_to_pathrep,45,4
OBS_MIX,5,biopsy_to_pathrep,46,4
OBS_MIX,5,pathrep_to_treatmdt,0,3
OBS_MIX,5,pathrep_to_treatmdt,1,2
OBS_MIX,5,pathrep_to_treatmdt,2,2
OBS_MIX,5,pathrep_to_treatmdt,3,1
OBS_MIX,5,pathrep_to_treatmdt,5,5
OBS_MIX,5,pathrep_to_treatmdt,6,3
OBS_MIX,5,pathrep_to_treatmdt,7,8
OBS_MIX,5,pathrep_to_treatmdt,8,5
OBS_MIX,5,pathrep_to_treatmdt,9,3
OBS_MIX,5,pathrep_to_treatmdt,10,2
OBS_MIX,5,pathrep_to_treatmdt,11,5
OBS_MIX,5,pathrep_to_treatmdt,12,4
OBS_MIX,5,pathrep_to_treatmdt,13,6
OBS_MIX,5,pathrep_to_treatmdt,14,4
OBS_MIX,5,pathrep_to_treatmdt,15,3
OBS_MIX,5,pathrep_to_treatmdt,16,6
OBS_MIX,5,pathrep_to_treatmdt,17,1
OBS_MIX,5,pathrep_to_treatmdt,18,2
OBS_MIX,5,pathrep_to_treatmdt,19,5
OBS_MIX,5,pathrep_to_treatmdt,20,3
OBS_MIX,5,pathrep_to_treatmdt,21,2
OBS_MIX,5,pathrep_to_treatmdt,22,3
OBS_MIX,5,pathrep_to_treatmdt,23,5
OBS_MIX,5,pathrep_to_treatmdt,24,3
OBS_MIX,5,pathrep_to_treatmdt,25,2
OBS_MIX,5,pathrep_to_treatmdt,26,6
OBS_MIX,5,pathrep_to_treatmdt,27,1
OBS_MIX,5,pathrep_to_treatmdt,28,3
OBS_MIX,5,pathrep_to_treatmdt,29,1
OBS_MIX,5,pathrep_to_treatmdt,30,5
OBS_MIX,5,pathrep_to_treatmdt,31,3
OBS_MIX,5,pathrep_to_treatmdt,32,6
OBS_MIX,5,pathrep_to_treatmdt,33,7
OBS_MIX,5,pathrep_to_treatmdt,34,3
OBS_MIX,5,pathrep_to_treatmdt,35,2
OBS_MIX,5,pathrep_to_treatmdt,36,4
OBS_MIX,5,pathrep_to_treatmdt,37,7
OBS_MIX,5,pathrep_to_treatmdt,38,2
OBS_MIX,5,pathrep_to_treatmdt,39,8
OBS_MIX,5,pathrep_to_treatmdt,40,3
OBS_MIX,5,pathrep_to_treatmdt,41,3
OBS_MIX,5,pathrep_to_treatmdt,42,4
OBS_MIX,5,pathrep_to_treatmdt,43,5
OBS_MIX,5,pathrep_to_treatmdt,44,3
OBS_MIX,5,treatmdt_to_outpat,0,2
OBS_MIX,5,treatmdt_to_outpat,1,1
OBS_MIX,5,treatmdt_to_outpat,2,4
OBS_MIX,5,treatmdt_to_outpat,3,1
OBS_MIX,5,treatmdt_to_outpat,5,4
OBS_MIX,5,treatmdt_to_outpat,6,2
OBS_MIX,5,treatmdt_to_outpat,7,7
OBS_MIX,5,treatmdt_to_outpat,8,5
OBS_MIX,5,treatmdt_to_outpat,9,3
OBS_MIX,5,treatmdt_to_outpat,10,5
OBS_MIX,5,treatmdt_to_outpat,11,2
OBS_MIX,5,treatmdt_to_outpat,12,4
OBS_MIX,5,treatmdt_to_outpat,13,6
OBS_MIX,5,treatmdt_to_outpat,14,5
OBS_MIX,5,treatmdt_to_outpat,15,4
OBS_MIX,5,treatmdt_to_outpat,16,6
OBS_MIX,5,treatmdt_to_outpat,17,1
OBS_MIX,5,treatmdt_to_outpat,18,3
OBS_MIX,5,treatmdt_to_outpat,19,5
OBS_MIX,5,treatmdt_to_outpat,20,3
OBS_MIX,5,treatmdt_to_outpat,21,2
OBS_MIX,5,treatmdt_to_outpat,22,1
OBS_MIX,5,treatmdt_to_outpat,23,4
OBS_MIX,5,treatmdt_to_outpat,24,2
OBS_MIX,5,treatmdt_to_outpat,25,3
OBS_MIX,5,treatmdt_to_outpat,26,8
OBS_MIX,5,treatmdt_to_outpat,27,1
OBS_MIX,5,treatmdt_to_outpat,28,2
OBS_MIX,5,treatmdt_to_outpat,29,3
OBS_MIX,5,treatmdt_to_outpat,30,2
OBS_MIX,5,treatmdt_to_outpat,31,4
OBS_MIX,5,treatmdt_to_outpat,32,8
OBS_MIX,5,treatmdt_to_outpat,33,3
OBS_MIX,5,treatmdt_to_outpat,34,3
OBS_MIX,5,treatmdt_to_outpat,35,5
OBS_MIX,5,treatmdt_to_outpat,36,3
OBS_MIX,5,treatmdt_to_outpat,37,5
OBS_MIX,5,treatmdt_to_outpat,38,3
OBS_MIX,5,treatmdt_to_outpat,39,8
OBS_MIX,5,treatmdt_to_outpat,40,5
OBS_MIX,5,treatmdt_to_outpat,41,3
OBS_MIX,5,treatmdt_to_outpat,42,6
OBS_MIX,5,treatmdt_to_outpat,43,4
ALL_PROSTAD,5,ref_to_mri,0,4
ALL_PROSTAD,5,ref_to_mri,1,10
ALL_PROSTAD,5,ref_to_mri,2,9
ALL_PROSTAD,5,ref_to_mri,3,6
ALL_PROSTAD,5,ref_to_mri,4,10
ALL_PROSTAD,5,ref_to_mri,5,11
ALL_PROSTAD,5,ref_to_mri,6,12
ALL_PROSTAD,5,ref_to_mri,7,6
ALL_PROSTAD,5,ref_to_mri,8,7
ALL_PROSTAD,5,ref_to_mri,9,7
ALL_PROSTAD,5,ref_to_mri,10,8
ALL_PROSTAD,5,ref_to_mri,11,7
ALL_PROSTAD,5,ref_to_mri,12,11
ALL_PROSTAD,5,ref_to_mri,13,8
ALL_PROSTAD,5,ref_to_mri,14,6
ALL_PROSTAD,5,ref_to_mri,15,4
ALL_PROSTAD,5,ref_to_mri,16,11
ALL_PROSTAD,5,ref_to_mri,17,8
ALL_PROSTAD,5,ref_to_mri,18,5
ALL_PROSTAD,5,ref_to_mri,19,7
ALL_PROSTAD,5,ref_to_mri,20,9
ALL_PROSTAD,5,ref_to_mri,21,12
ALL_PROSTAD,5,ref_to_mri,22,7
ALL_PROSTAD,5,ref_to_mri,23,3
ALL_PROSTAD,5,ref_to_mri,24,6
ALL_PROSTAD,5,ref_to_mri,25,10
ALL_PROSTAD,5,ref_to_mri,26,6
ALL_PROSTAD,5,ref_to_mri,27,10
ALL_PROSTAD,5,ref_to_mri,28,8
ALL_PROSTAD,5,ref_to_mri,29,11
ALL_PROSTAD,5,ref_to_mri,30,7
ALL_PROSTAD,5,ref_to_mri,31,6
ALL_PROSTAD,5,ref_to_mri,32,9
ALL_PROSTAD,5,ref_to_mri,33,6
ALL_PROSTAD,5,ref_to_mri,34,6
ALL_PROSTAD,5,ref_to_mri,35,11
ALL_PROSTAD,5,ref_to_mri,36,6
ALL_PROSTAD,5,ref_to_mri,37,10
ALL_PROSTAD,5,ref_to_mri,38,6
ALL_PROSTAD,5,ref_to_mri,39,9
ALL_PROSTAD,5,ref_to_mri,40,8
ALL_PROSTAD,5,ref_to_mri,41,7
ALL_PROSTAD,5,ref_to_mri,42,5
ALL_PROSTAD,5,ref_to_mri,43,11
ALL_PROSTAD,5,ref_to_mri,44,8
ALL_PROSTAD,5,ref_to_mri,45,5
ALL_PROSTAD,5,ref_to_mri,46,10
ALL_PROSTAD,5,ref_to_mri,47,6
ALL_PROSTAD,5,ref_to_mri,48,9
ALL_PROSTAD,5,ref_to_mri,49,6
ALL_PROSTAD,5,ref_to_mri,50,9
ALL_PROSTAD,5,ref_to_mri,51,8
ALL_PROSTAD,5,ref_to_mri,52,1
ALL_PROSTAD,5,mri_to_report,0,3
ALL_PROSTAD,5,mri_to_report,1,4
ALL_PROSTAD,5,mri_to_report,2,4
ALL_PROSTAD,5,mri_to_report,3,4
ALL_PROSTAD,5,mri_to_report,4,4
ALL_PROSTAD,5,mri_to_report,5,4
ALL_PROSTAD,5,mri_to_report,6,4
ALL_PROSTAD,5,mri_to_report,7,4
ALL_PROSTAD,5,mri_to_report,8,4
ALL_PROSTAD,5,mri_to_report,9,4
ALL_PROSTAD,5,mri_to_report,10,4
ALL_PROSTAD,5,mri_to_report,11,4
ALL_PROSTAD,5,mri_to_report,12,4
ALL_PROSTAD,5,mri_to_report,13,4
ALL_PROSTAD,5,mri_to_report,14,4
ALL_PROSTAD,5,mri_to_report,15,4
ALL_PROSTAD,5,mri_to_report,16,4
ALL_PROSTAD,5,mri_to_report,17,4
ALL_PROSTAD,5,mri_to_report,18,4
ALL_PROSTAD,5,mri_to_report,19,4
ALL_PROSTAD,5,mri_to_report,20,4
ALL_PROSTAD,5,mri_to_report,21,4
ALL_PROSTAD,5,mri_to_report,22,4
ALL_PROSTAD,5,mri_to_report,23,4
ALL_PROSTAD,5,mri_to_report,24,4
ALL_PROSTAD,5,mri_to_report,25,4
ALL_PROSTAD,5,mri_to_report,26,4
ALL_PROSTAD,5,mri_to_report,27,4
ALL_PROSTAD,5,mri_to_report,28,4
ALL_PROSTAD,5,mri_to_report,29,4
ALL_PROSTAD,5,mri_to_report,30,4
ALL_PROSTAD,5,mri_to_report,31,4
ALL_PROSTAD,5,mri_to_report,32,4
ALL_PROSTAD,5,mri_to_report,33,4
ALL_PROSTAD,5,mri_to_report,34,4
ALL_PROSTAD,5,mri_to_report,35,4
ALL_PROSTAD,5,mri_to_report,36,4
ALL_PROSTAD,5,mri_to_report,37,4
ALL_PROSTAD,5,mri_to_report,38,4
ALL_PROSTAD,5,mri_to_report,39,4
ALL_PROSTAD,5,mri_to_report,40,4
ALL_PROSTAD,5,mri_to_report,41,4
ALL_PROSTAD,5,mri_to_report,42,4
ALL_PROSTAD,5,mri_to_report,43,4
ALL_PROSTAD,5,mri_to_report,44,4
ALL_PROSTAD,5,mri_to_report,45,4
ALL_PROSTAD,5,mri_to_report,46,4
ALL_PROSTAD,5,mri_to_report,47,4
ALL_PROSTAD,5,mri_to_report,48,4
ALL_PROSTAD,5,mri_to_report,49,4
ALL_PROSTAD,5,mri_to_report,50,4
ALL_PROSTAD,5,mri_to_report,51,4
ALL_PROSTAD,5,report_to_biopmdt,0,3
ALL_PROSTAD,5,report_to_biopmdt,1,4
ALL_PROSTAD,5,report_to_biopmdt,2,4
ALL_PROSTAD,5,report_to_biopmdt,3,4
ALL_PROSTAD,5,report_to_biopmdt,4,4
ALL_PROSTAD,5,report_to_biopmdt,5,4
ALL_PROSTAD,5,report_to_biopmdt,6,4
ALL_PROSTAD,5,report_to_biopmdt,7,4
ALL_PROSTAD,5,report_to_biopmdt,8,4
ALL_PROSTAD,5,report_to_biopmdt,9,4
ALL_PROSTAD,5,report_to_biopmdt,10,4
ALL_PROSTAD,5,report_to_biopmdt,11,4
ALL_PROSTAD,5,report_to_biopmdt,12,4
ALL_PROSTAD,5,report_to_biopmdt,13,4
ALL_PROSTAD,5,report_to_biopmdt,14,4
ALL_PROSTAD,5,report_to_biopmdt,15,4
ALL_PROSTAD,5,report_to_biopmdt,16,4
ALL_PROSTAD,5,report_to_biopmdt,17,4
ALL_PROSTAD,5,report_to_biopmdt,18,4
ALL_PROSTAD,5,report_to_biopmdt,19,4
ALL_PROSTAD,5,report_to_biopmdt,20,4
ALL_PROSTAD,5,report_to_biopmdt,21,4
ALL_PROSTAD,5,report_to_biopmdt,22,4
ALL_PROSTAD,5,report_to_biopmdt,23,4
ALL_PROSTAD,5,report_to_biopmdt,24,4
ALL_PROSTAD,5,report_to_biopmdt,25,4
ALL_PROSTAD,5,report_to_biopmdt,26,4
ALL_PROSTAD,5,report_to_biopmdt,27,4
ALL_PROSTAD,5,report_to_biopmdt,28,4
ALL_PROSTAD,5,report_to_biopmdt,29,4
ALL_PROSTAD,5,report_to_biopmdt,30,4
ALL_PROSTAD,5,report_to_biopmdt,31,4
ALL_PROSTAD,5,report_to_biopmdt,32,4
ALL_PROSTAD,5,report_to_biopmdt,33,4
ALL_PROSTAD,5,report_to_biopmdt,34,4
ALL_PROSTAD,5,report_to_biopmdt,35,4
ALL_PROSTAD,5,report_to_biopmdt,36,4
ALL_PROSTAD,5,report_to_biopmdt,37,4
ALL_PROSTAD,5,report_to_biopmdt,38,4
ALL_PROSTAD,5,report_to_biopmdt,39,4
ALL_PROSTAD,5,report_to_biopmdt,40,4
ALL_PROSTAD,5,report_to_biopmdt,41,4
ALL_PROSTAD,5,report_to_biopmdt,42,4
ALL_PROSTAD,5,report_to_biopmdt,43,4
ALL_PROSTAD,5,report_to_biopmdt,44,4
ALL_PROSTAD,5,report_to_biopmdt,45,4
ALL_PROSTAD,5,report_to_biopmdt,46,4
ALL_PROSTAD,5,report_to_biopmdt,47,4
ALL_PROSTAD,5,report_to_biopmdt,48,4
ALL_PROSTAD,5,report_to_biopmdt,49,4
ALL_PROSTAD,5,report_to_biopmdt,50,4
ALL_PROSTAD,5,report_to_biopmdt,51,4
ALL_PROSTAD,5,biopmdt_to_biopsy,0,1
ALL_PROSTAD,5,biopmdt_to_biopsy,1,2
ALL_PROSTAD,5,biopmdt_to_biopsy,2,3
ALL_PROSTAD,5,biopmdt_to_biopsy,3,2
ALL_PROSTAD,5,biopmdt_to_biopsy,4,3
ALL_PROSTAD,5,biopmdt_to_biopsy,5,1
ALL_PROSTAD,5,biopmdt_to_biopsy,6,1
ALL_PROSTAD,5,biopmdt_to_biopsy,7,3
ALL_PROSTAD,5,biopmdt_to_biopsy,8,3
ALL_PROSTAD,5,biopmdt_to_biopsy,9,3
ALL_PROSTAD,5,biopmdt_to_biopsy,10,1
ALL_PROSTAD,5,biopmdt_to_biopsy,11,2
ALL_PROSTAD,5,biopmdt_to_biopsy,12,4
ALL_PROSTAD,5,biopmdt_to_biopsy,13,3
ALL_PROSTAD,5,biopmdt_to_biopsy,14,2
ALL_PROSTAD,5,biopmdt_to_biopsy,15,1
ALL_PROSTAD,5,biopmdt_to_biopsy,16,3
ALL_PROSTAD,5,biopmdt_to_biopsy,17,2
ALL_PROSTAD,5,biopmdt_to_biopsy,18,4
ALL_PROSTAD,5,biopmdt_to_biopsy,19,2
ALL_PROSTAD,5,biopmdt_to_biopsy,20,3
ALL_PROSTAD,5,biopmdt_to_biopsy,21,1
ALL_PROSTAD,5,biopmdt_to_biopsy,22,3
ALL_PROSTAD,5,biopmdt_to_biopsy,23,2
ALL_PROSTAD,5,biopmdt_to_biopsy,24,4
ALL_PROSTAD,5,biopmdt_to_biopsy,25,3
ALL_PROSTAD,5,biopmdt_to_biopsy,26,2
ALL_PROSTAD,5,biopmdt_to_biopsy,27,3
ALL_PROSTAD,5,biopmdt_to_biopsy,28,3
ALL_PROSTAD,5,biopmdt_to_biopsy,29,3
ALL_PROSTAD,5,biopmdt_to_biopsy,31,3
ALL_PROSTAD,5,biopmdt_to_biopsy,32,2
ALL_PROSTAD,5,biopmdt_to_biopsy,33,2
ALL_PROSTAD,5,biopmdt_to_biopsy,34,4
ALL_PROSTAD,5,biopmdt_to_biopsy,35,3
ALL_PROSTAD,5,biopmdt_to_biopsy,36,4
ALL_PROSTAD,5,biopmdt_to_biopsy,37,4
ALL_PROSTAD,5,biopmdt_to_biopsy,38,3
ALL_PROSTAD,5,biopmdt_to_biopsy,39,1
ALL_PROSTAD,5,biopmdt_to_biopsy,40,3
ALL_PROSTAD,5,biopmdt_to_biopsy,41,1
ALL_PROSTAD,5,biopmdt_to_biopsy,42,3
ALL_PROSTAD,5,biopmdt_to_biopsy,43,2
ALL_PROSTAD,5,biopmdt_to_biopsy,44,1
ALL_PROSTAD,5,biopmdt_to_biopsy,45,2
ALL_PROSTAD,5,biopmdt_to_biopsy,46,3
ALL_PROSTAD,5,biopmdt_to_biopsy,47,3
ALL_PROSTAD,5,biopmdt_to_biopsy,48,1
ALL_PROSTAD,5,biopmdt_to_biopsy,49,3
ALL_PROSTAD,5,biopmdt_to_biopsy,50,2
ALL_PROSTAD,5,biopmdt_to_biopsy,51,3
ALL_PROSTAD,5,biopsy_to_pathrep,0,3
ALL_PROSTAD,5,biopsy_to_pathrep,1,3
ALL_PROSTAD,5,biopsy_to_pathrep,2,3
ALL_PROSTAD,5,biopsy_to_pathrep,3,3
ALL_PROSTAD,5,biopsy_to_pathrep,5,2
ALL_PROSTAD,5,biopsy_to_pathrep,6,3
ALL_PROSTAD,5,biopsy_to_pathrep,7,2
ALL_PROSTAD,5,biopsy_to_pathrep,8,2
ALL_PROSTAD,5,biopsy_to_pathrep,9,2
ALL_PROSTAD,5,biopsy_to_pathrep,10,3
ALL_PROSTAD,5,biopsy_to_pathrep,11,1
ALL_PROSTAD,5,biopsy_to_pathrep,12,3
ALL_PROSTAD,5,biopsy_to_pathrep,13,5
ALL_PROSTAD,5,biopsy_to_pathrep,14,2
ALL_PROSTAD,5,biopsy_to_pathrep,15,1
ALL_PROSTAD,5,biopsy_to_pathrep,16,3
ALL_PROSTAD,5,biopsy_to_pathrep,17,2
ALL_PROSTAD,5,biopsy_to_pathrep,18,3
ALL_PROSTAD,5,biopsy_to_pathrep,19,3
ALL_PROSTAD,5,biopsy_to_pathrep,20,2
ALL_PROSTAD,5,biopsy_to_pathrep,21,4
ALL_PROSTAD,5,biopsy_to_pathrep,22,2
ALL_PROSTAD,5,biopsy_to_pathrep,23,3
ALL_PROSTAD,5,biopsy_to_pathrep,24,4
ALL_PROSTAD,5,biopsy_to_pathrep,25,5
ALL_PROSTAD,5,biopsy_to_pathrep,26,1
ALL_PROSTAD,5,biopsy_to_pathrep,27,4
ALL_PROSTAD,5,biopsy_to_pathrep,28,1
ALL_PROSTAD,5,biopsy_to_pathrep,29,1
ALL_PROSTAD,5,biopsy_to_pathrep,30,2
ALL_PROSTAD,5,biopsy_to_pathrep,31,4
ALL_PROSTAD,5,biopsy_to_pathrep,32,3
ALL_PROSTAD,5,biopsy_to_pathrep,33,2
ALL_PROSTAD,5,biopsy_to_pathrep,34,2
ALL_PROSTAD,5,biopsy_to_pathrep,35,1
ALL_PROSTAD,5,biopsy_to_pathrep,36,4
ALL_PROSTAD,5,biopsy_to_pathrep,37,4
ALL_PROSTAD,5,biopsy_to_pathrep,38,3
ALL_PROSTAD,5,biopsy_to_pathrep,40,1
ALL_PROSTAD,5,biopsy_to_pathrep,41,2
ALL_PROSTAD,5,biopsy_to_pathrep,42,3
ALL_PROSTAD,5,biopsy_to_pathrep,43,2
ALL_PROSTAD,5,biopsy_to_pathrep,44,2
ALL_PROSTAD,5,biopsy_to_pathrep,45,2
ALL_PROSTAD,5,biopsy_to_pathrep,46,1
ALL_PROSTAD,5,pathrep_to_treatmdt,0,4
ALL_PROSTAD,5,pathrep_to_treatmdt,2,3
ALL_PROSTAD,5,pathrep_to_treatmdt,3,1
ALL_PROSTAD,5,pathrep_to_treatmdt,4,2
ALL_PROSTAD,5,pathrep_to_treatmdt,5,3
ALL_PROSTAD,5,pathrep_to_treatmdt,6,2
ALL_PROSTAD,5,pathrep_to_treatmdt,7,2
ALL_PROSTAD,5,pathrep_to_treatmdt,8,2
ALL_PROSTAD,5,pathrep_to_treatmdt,9,2
ALL_PROSTAD,5,pathrep_to_treatmdt,10,2
ALL_PROSTAD,5,pathrep_to_treatmdt,11,2
ALL_PROSTAD,5,pathrep_to_treatmdt,12,1
ALL_PROSTAD,5,pathrep_to_treatmdt,13,3
ALL_PROSTAD,5,pathrep_to_treatmdt,14,3
ALL_PROSTAD,5,pathrep_to_treatmdt,15,2
ALL_PROSTAD,5,pathrep_to_treatmdt,16,2
ALL_PROSTAD,5,pathrep_to_treatmdt,17,1
ALL_PROSTAD,5,pathrep_to_treatmdt,18,3
ALL_PROSTAD,5,pathrep_to_treatmdt,19,2
ALL_PROSTAD,5,pathrep_to_treatmdt,20,2
ALL_PROSTAD,5,pathrep_to_treatmdt,21,3
ALL_PROSTAD,5,pathrep_to_treatmdt,22,2
ALL_PROSTAD,5,pathrep_to_treatmdt,23,1
ALL_PROSTAD,5,pathrep_to_treatmdt,24,3
ALL_PROSTAD,5,pathrep_to_treatmdt,25,2
ALL_PROSTAD,5,pathrep_to_treatmdt,26,2
ALL_PROSTAD,5,pathrep_to_treatmdt,27,1
ALL_PROSTAD,5,pathrep_to_treatmdt,28,1
ALL_PROSTAD,5,pathrep_to_treatmdt,29,1
ALL_PROSTAD,5,pathrep_to_treatmdt,30,2
ALL_PROSTAD,5,pathrep_to_treatmdt,31,4
ALL_PROSTAD,5,pathrep_to_treatmdt,32,1
ALL_PROSTAD,5,pathrep_to_treatmdt,33,1
ALL_PROSTAD,5,pathrep_to_treatmdt,35,4
ALL_PROSTAD,5,pathrep_to_treatmdt,37,4
